FromAddress,ToCity,ToState,PackageSize,Cost,ShippingTimeDays,Service
Dallas,Phoenix,AZ,Size L,15.25,3,UPS® Ground
Dallas,San Antonio,TX,Size L,8.73,1,UPS® Ground
Dallas,Chicago,IL,Size L,14.1,2,UPS® Ground
Dallas,Austin,TX,Size L,8.37,1,UPS® Ground
Dallas,Charlotte,NC,Size L,14.1,3,UPS® Ground
Dallas,New York,NY,Size L,15.25,3,UPS® Ground
Dallas,Atlanta,GA,Size L,14.1,2,UPS® Ground
Dallas,Orlando,FL,Size L,15.25,2,UPS® Ground
Dallas,Las Vegas,NV,Size L,16.29,3,UPS® Ground
Dallas,Colorado Springs,CO,Size L,14.1,2,UPS® Ground
Dallas,Marble Falls,TX,Size L,8.37,1,UPS® Ground
Dallas,San Diego,CA,Size L,15.25,3,UPS® Ground
Dallas,Tampa,FL,Size L,14.1,2,UPS® Ground
Dallas,Jacksonville,FL,Size L,14.1,2,UPS® Ground
Dallas,Louisville,KY,Size L,14.1,3,UPS® Ground
Dallas,Marietta,GA,Size L,14.1,2,UPS® Ground
Dallas,Raleigh,NC,Size L,15.25,3,UPS® Ground
Dallas,Fort Worth,TX,Size L,7.95,1,UPS® Ground
Dallas,Oklahoma City,OK,Size L,8.37,1,UPS® Ground
Dallas,Chesapeake,VA,Size L,15.25,3,UPS® Ground
Dallas,Dallas,TX,Size L,7.95,1,UPS® Ground
Dallas,Denver,CO,Size L,14.1,2,UPS® Ground
Dallas,Miami,FL,Size L,16.29,3,UPS® Ground
Dallas,Omaha,NE,Size L,14.1,2,UPS® Ground
Dallas,Pittsburgh,PA,Size L,15.25,3,UPS® Ground
Dallas,Portland,OR,Size L,16.29,4,UPS® Ground
Dallas,San Francisco,CA,Size L,16.29,3,UPS® Ground
Dallas,San Jose,CA,Size L,16.29,3,UPS® Ground
Dallas,Tucson,AZ,Size L,14.1,3,UPS® Ground
Dallas,Virginia Beach,VA,Size L,15.25,3,UPS® Ground
Dallas,Albuquerque,NM,Size L,14.1,2,UPS® Ground
Dallas,Canton,GA,Size L,14.1,2,UPS® Ground
Dallas,Gilbert,AZ,Size L,15.25,3,UPS® Ground
Dallas,Kansas City,MO,Size L,8.73,2,UPS® Ground
Dallas,Nashville,TN,Size L,14.1,2,UPS® Ground
Dallas,Saint Louis,MO,Size L,8.73,2,UPS® Ground
Dallas,Seattle,WA,Size L,16.29,4,UPS® Ground
Dallas,Boise,ID,Size L,15.25,4,UPS® Ground
Dallas,Indianapolis,IN,Size L,14.1,3,UPS® Ground
Dallas,Knoxville,TN,Size L,14.1,2,UPS® Ground
Dallas,Reno,NV,Size L,15.25,4,UPS® Ground
Dallas,Rochester,NY,Size L,15.25,4,UPS® Ground
Dallas,Bismarck,ND,Size L,14.1,3,UPS® Ground
Dallas,Columbia,MO,Size L,8.73,2,UPS® Ground
Dallas,Franklin,TN,Size L,14.1,2,UPS® Ground
Dallas,Los Angeles,CA,Size L,15.29,3,UPS® Ground
Dallas,Mesa,AZ,Size L,15.25,3,UPS® Ground
Dallas,Milwaukee,WI,Size L,14.1,3,UPS® Ground
Dallas,Abbeville,LA,Size L,8.73,2,UPS® Ground
Dallas,Abbot,ME,Size L,16.29,3,UPS® Ground
Dallas,Abingdon,MD,Size L,15.25,3,UPS® Ground
